,years,technology,scenario,capacity,generation,retirement,cap.change,investment,annual.capex,annual.FOM,annual.VOM,annual.Fuel,annual.opex
610,2045,Hydro,95% by 2050,118058.75,299272.545,0.0,1303.65000000001,1303.65000000001,2847702.3522202,6452665.0829125,0.0,0.0,6452665.0829125
611,2046,Hydro,95% by 2050,119362.4,294257.462,0.0,1303.64999999999,1303.64999999999,2847702.35222017,6523917.885736,0.0,0.0,6523917.885736
612,2047,Hydro,95% by 2050,120431.75,285856.101,0.0,1069.35000000001,1069.35000000001,2335895.7621652,6582364.6963825,0.0,0.0,6582364.6963825
613,2048,Hydro,95% by 2050,121501.1,277454.74,0.0,1069.34999999999,1069.34999999999,2335895.76216517,6640811.507029,0.0,0.0,6640811.507029
614,2049,Hydro,95% by 2050,122497.7,272081.352,0.0,996.599999999991,996.599999999991,2176980.14361417,6695282.065303,0.0,0.0,6695282.065303
615,2050,Hydro,95% by 2050,123494.3,266707.964,0.0,996.599999999999,996.599999999999,2176980.14361418,6749752.623577,0.0,0.0,6749752.623577
616,2010,Nuclear,95% by 2050,101167.4,807352.272264,0.0,,,,,,,
617,2011,Nuclear,95% by 2050,101265.1,790390.307916,0.0,97.7000000000116,97.7000000000116,,,,,
618,2012,Nuclear,95% by 2050,101166.0,767461.46256,0.0,-99.1000000000058,0.0,,,,,
619,2013,Nuclear,95% by 2050,99006.8,787508.007744,2090.15,-2159.2,0.0,,,,,
620,2014,Nuclear,95% by 2050,98569.3,791799.301356,2090.15,-437.5,1652.65,,,,,
621,2015,Nuclear,95% by 2050,98614.6,797346.376008,241.4,45.3000000000029,286.700000000003,,,,,
622,2016,Nuclear,95% by 2050,99364.8,803412.103104,241.4,750.199999999997,991.599999999997,,,,,
623,2017,Nuclear,95% by 2050,99619.5,805471.47486,303.85,254.699999999997,558.549999999997,,,,,
624,2018,Nuclear,95% by 2050,99605.2,807100.9356,303.85,-14.3000000000029,289.549999999997,,,,,
625,2019,Nuclear,95% by 2050,98836.7,808666.065528,1546.95,-768.5,778.45,5751246.48772589,14328586.887747,1901803.59284253,5735763.4712342,21966153.9518237
626,2020,Nuclear,95% by 2050,97238.3,787070.137392,1546.95,-1598.39999999999,0.0,0.0,14096863.1122529,1851014.74999304,5579033.09203806,21526910.954284
627,2021,Nuclear,95% by 2050,95092.45,764734.298696,2953.25,-2145.84999999999,807.400000000009,5877172.72232728,13785774.2335968,1798485.80128111,5428656.61672371,21012916.6516016
628,2022,Nuclear,95% by 2050,92946.6,742398.46,2953.25,-2145.85000000001,807.399999999994,5859067.27588476,13474685.3549407,1745956.85256917,5277815.86804823,20498458.0755581
629,2023,Nuclear,95% by 2050,91826.6,733452.58,561.0,-1120.0,0.0,0.0,13312316.343083,1724918.1229249,5229463.9049006,20266698.3709085
630,2024,Nuclear,95% by 2050,90706.6,724506.7,561.0,-1120.0,0.0,0.0,13149947.3312253,1703879.39328063,5173210.23497868,20027036.9594846
631,2025,Nuclear,95% by 2050,90706.6,724506.7,559.0,0.0,559.0,3937375.25261653,13149947.3312253,1703879.39328063,5188269.85129052,20042096.5757964
632,2026,Nuclear,95% by 2050,90706.6,724506.7,559.0,0.0,559.0,3916791.58046883,13149947.3312253,1703879.39328063,5195799.65944643,20049626.3839523
633,2027,Nuclear,95% by 2050,91039.1,727084.23,0.0,332.5,332.5,2318032.95776089,13198150.6316205,1709941.17332016,5229397.60826651,20137489.4132072
634,2028,Nuclear,95% by 2050,91371.6,729661.76,0.0,332.5,332.5,2305594.55798394,13246353.9320158,1716002.95335968,5255519.32554056,20217876.210916
635,2029,Nuclear,95% by 2050,91731.6,732459.48,0.0,360.0,360.0,2481654.34178511,13298543.9715415,1722582.5715415,5290895.32722642,20312021.8703094
636,2030,Nuclear,95% by 2050,92091.6,735257.2,0.0,360.0,360.0,2464617.10197293,13350734.0110672,1729162.18972332,5326387.63588294,20406283.8366734
637,2031,Nuclear,95% by 2050,92091.6,735245.95,0.0,0.0,0.0,0.0,13350734.0110672,1729135.73221344,5333947.55939001,20413817.3026706
638,2032,Nuclear,95% by 2050,92091.6,735234.7,0.0,0.0,0.0,0.0,13350734.0110672,1729109.27470356,5349148.55346259,20428991.8392333
639,2033,Nuclear,95% by 2050,92091.6,735201.45,0.0,0.0,0.0,0.0,13350734.0110672,1729031.07806324,5364188.56309814,20443953.6522285
640,2034,Nuclear,95% by 2050,92091.6,735168.2,0.0,0.0,0.0,0.0,13350734.0110672,1728952.88142292,5371586.57718994,20451273.46968
641,2035,Nuclear,95% by 2050,92091.6,735154.35,0.0,0.0,0.0,0.0,13350734.0110672,1728920.30928854,5386773.91421473,20466428.2345704
642,2036,Nuclear,95% by 2050,92091.6,735140.5,0.0,0.0,0.0,0.0,13350734.0110672,1728887.73715415,5401953.08042355,20481574.8286449
643,2037,Nuclear,95% by 2050,92091.6,735069.35,0.0,0.0,0.0,0.0,13350734.0110672,1728720.40810277,5409069.84253082,20488524.2617008
644,2038,Nuclear,95% by 2050,92091.6,734998.2,0.0,0.0,0.0,0.0,13350734.0110672,1728553.07905138,5423823.97217278,20503111.0622913
645,2039,Nuclear,95% by 2050,92091.6,734955.6,0.0,0.0,0.0,0.0,13350734.0110672,1728452.89328063,5438786.41842944,20517973.3227772
646,2040,Nuclear,95% by 2050,92091.6,734913.0,0.0,0.0,0.0,0.0,13350734.0110672,1728352.70750988,5453747.09371654,20532833.8122936
647,2041,Nuclear,95% by 2050,92091.6,734376.9,0.0,0.0,0.0,0.0,13350734.0110672,1727091.91897233,5465033.50502032,20542859.4350598
648,2042,Nuclear,95% by 2050,92091.6,733840.8,0.0,0.0,0.0,0.0,13350734.0110672,1725831.13043478,5476297.62954522,20552862.7710472
649,2043,Nuclear,95% by 2050,92091.6,733230.45,0.0,0.0,0.0,0.0,13350734.0110672,1724395.72233201,5486983.83222517,20562113.5656243
650,2044,Nuclear,95% by 2050,92091.6,732620.1,0.0,0.0,0.0,0.0,13350734.0110672,1722960.31422925,5497644.66140115,20571338.9866976
651,2045,Nuclear,95% by 2050,92091.6,732390.25,0.0,0.0,0.0,0.0,13350734.0110672,1722419.75790514,5511143.33110076,20584297.1000731
652,2046,Nuclear,95% by 2050,92091.6,732160.4,0.0,0.0,0.0,0.0,13350734.0110672,1721879.20158103,5524632.44546346,20597245.6581117
653,2047,Nuclear,95% by 2050,92091.6,731908.68,0.0,0.0,0.0,0.0,13350734.0110672,1721287.21185771,5537954.08771325,20609975.3106381
654,2048,Nuclear,95% by 2050,92091.6,731656.96,0.0,0.0,0.0,0.0,13350734.0110672,1720695.22213439,5551257.70147593,20622686.9346775
655,2049,Nuclear,95% by 2050,91208.05,724485.855,900.05,-883.550000000003,16.499999999997,98376.1647146994,13222643.7071146,1703830.37045454,5511907.98246874,20438382.0600379
656,2050,Nuclear,95% by 2050,90324.5,717314.75,900.05,-883.550000000003,16.499999999997,96630.7890813504,13094553.403162,1686965.5187747,5472260.14588766,20253779.0678244
657,2010,Solar,95% by 2050,,,0.0,,,,,,,
658,2011,Solar,95% by 2050,,,0.0,,,,,,,
659,2012,Solar,95% by 2050,,,0.0,,,,,,,
660,2013,Solar,95% by 2050,,,0.0,,,,,,,
661,2014,Solar,95% by 2050,14887.2,28002.514736,0.0,,,,,,,
662,2015,Solar,95% by 2050,20305.1,37476.53848,0.0,5417.9,5417.9,,,,,
663,2016,Solar,95% by 2050,27931.5,51893.6544,0.0,7626.4,7626.4,,,,,
664,2017,Solar,95% by 2050,39093.7,75261.973104,0.0,11162.2,11162.2,,,,,
665,2018,Solar,95% by 2050,47695.4,91288.790708,0.0,8601.7,8601.7,,,,,
666,2019,Solar,95% by 2050,56059.4,104804.062544,0.0,8364.0,8364.0,15418590.1619788,1362296.43074659,7238.954116847,0.0,1369535.38486344
667,2020,Solar,95% by 2050,68047.9,127238.203752,0.0,11988.5,11988.5,20830659.1119685,1683546.64578762,7238.954116847,0.0,1690785.59990446
668,2021,Solar,95% by 2050,86042.8,173245.967076,0.0,17994.9,17994.9,25467355.447505,2017652.65863371,7238.954116847,0.0,2024891.61275056
669,2022,Solar,95% by 2050,104037.7,219253.7304,0.0,17994.9,17994.9,23941093.1173799,2315472.40203172,5967.731775845,0.0,2321440.13380757
670,2023,Solar,95% by 2050,111334.3,233328.9517,0.818144632945469,7296.6,7297.41814463294,10007559.8801128,2357747.09240075,5992.68633739125,0.0,2363739.77873814
671,2024,Solar,95% by 2050,118630.9,247404.173,0.818144632945469,7296.6,7297.41814463294,9278137.78036234,2385606.87131546,6017.6408989375,0.0,2391624.51221439
672,2025,Solar,95% by 2050,138291.85,291596.7074,0.880357481999437,19660.95,19661.830357482,21602461.1260482,2634235.02607297,5993.3404774075,0.0,2640228.36655038
673,2026,Solar,95% by 2050,157952.8,335789.2418,0.880357481999437,19660.95,19661.830357482,19864009.4115694,2846596.05669837,5969.0400558775,0.0,2852565.09675425
674,2027,Solar,95% by 2050,178940.3,378822.6871,0.970688484201325,20987.5,20988.4706884842,19867830.3954407,3042403.03603818,5970.09412446125,0.0,3048373.13016264
675,2028,Solar,95% by 2050,199927.8,421856.1324,0.970688484201325,20987.5,20988.4706884842,17891504.2679338,3198283.38921178,5971.148193045,0.0,3204254.53740482
676,2029,Solar,95% by 2050,239189.0,504298.9997,15.0323583925594,39261.2,39276.2323583926,29425847.7212484,3594497.32014875,5972.87169472875,0.0,3600470.19184348
677,2030,Solar,95% by 2050,278450.2,586741.867,15.0323583925594,39261.2,39276.2323583926,25882095.9212334,3918320.2213886,5974.5951964125,0.0,3924294.81658501
678,2031,Solar,95% by 2050,297642.65,623182.3666,129.855201438305,19192.45,19322.3052014383,12945441.7450981,4140218.92949502,5973.6706862175,0.0,4146192.60018124
679,2032,Solar,95% by 2050,316835.1,659622.8662,129.855201438305,19192.45,19322.3052014383,12772942.6387042,4357716.84905934,5972.7461760225,0.0,4363689.59523537
680,2033,Solar,95% by 2050,333179.4,689735.3894,189.734082182682,16344.3,16534.0340821827,10628508.9120358,4539218.6722709,5989.6355114575,0.0,4545208.30778235
681,2034,Solar,95% by 2050,349523.7,719847.9126,189.734082182682,16344.3,16534.0340821827,10485288.5289512,4716942.5953094,6006.5248468925,0.0,4722949.12015629
682,2035,Solar,95% by 2050,368247.0,752228.7158,245.736616545307,18723.3,18969.0366165453,11777380.993663,4925862.51666516,5998.8586837025,0.0,4931861.37534887
683,2036,Solar,95% by 2050,386970.3,784609.519,245.736616545307,18723.3,18969.0366165453,11615726.1908794,5130417.25883806,5991.1925205125,0.0,5136408.45135857
684,2037,Solar,95% by 2050,402595.5,811787.7156,332.648509637937,15625.2,15957.8485096379,9642263.13311241,5289432.12703921,5974.100623855,0.0,5295406.22766306
685,2038,Solar,95% by 2050,418220.7,838965.9122,332.648509637937,15625.2,15957.8485096379,9506062.31671034,5444889.68249823,5957.0087271975,0.0,5450846.69122542
686,2039,Solar,95% by 2050,436274.6,871710.5332,527.464017261812,18053.9,18581.3640172618,10837337.3117136,5631349.8014963,5988.0738856225,0.0,5637337.87538192
687,2040,Solar,95% by 2050,454328.5,904455.1542,527.464017261812,18053.9,18581.3640172618,10681258.0311297,5813659.22355026,6019.1390440475,0.0,5819678.36259431
688,2041,Solar,95% by 2050,477518.1,950940.361,1683.73192183795,23189.6,24873.3319218379,13957655.9448013,6063175.91940806,5804.925645925,0.0,6068980.84505398
689,2042,Solar,95% by 2050,500707.7,997425.5678,1683.73192183795,23189.6,24873.331921838,13753593.5638679,6307251.26941554,5590.7122478025,0.0,6312841.98166334
690,2043,Solar,95% by 2050,544837.1,1086736.2839,4052.17961955563,44129.4,48181.5796195556,26087022.5170019,6811519.48152704,2795.35612390125,0.0,6814314.83765095
691,2044,Solar,95% by 2050,588966.5,1176047.0,4052.17961955563,44129.4,48181.5796195556,25698106.4860122,7305129.65046019,0.0,0.0,7305129.65046019
692,2045,Solar,95% by 2050,627240.4,1246337.905,6522.13900265319,38273.9,44796.0390026532,23535036.3955722,7725043.99241425,0.0,0.0,7725043.99241425
693,2046,Solar,95% by 2050,665514.3,1316628.81,6522.13900265319,38273.9,44796.0390026532,23173264.4111617,8135974.4133791,0.0,0.0,8135974.4133791
694,2047,Solar,95% by 2050,706275.15,1401346.515,6023.59015805856,40760.85,46784.4401580586,23818155.8196563,8570057.07062283,0.0,0.0,8570057.07062283
695,2048,Solar,95% by 2050,747036.0,1486064.22,6023.59015805856,40760.85,46784.4401580585,23440605.6706547,8994652.72832114,0.0,0.0,8994652.72832114
696,2049,Solar,95% by 2050,768427.7,1529717.37,10645.7816218127,21391.7,32037.4816218127,15879403.9392093,9164523.31637267,0.0,0.0,9164523.31637267
697,2050,Solar,95% by 2050,789819.4,1573370.52,10645.7816218127,21391.7,32037.4816218127,15616338.135983,9329719.79999417,0.0,0.0,9329719.79999417
698,2010,Wind,95% by 2050,35702.6,92888.168472,0.0,,,,,,,
699,2011,Wind,95% by 2050,42019.2,118156.309632,18.5,6316.6,6335.1,,,,,
700,2012,Wind,95% by 2050,49458.0,137774.16144,18.5,7438.8,7457.3,,,,,
701,2013,Wind,95% by 2050,59175.6,167954.554944,8.69999999999999,9717.6,9726.3,,,,,
702,2014,Wind,95% by 2050,60587.8,180454.70352,8.69999999999999,1412.2,1420.9,,,,,
703,2015,Wind,95% by 2050,67106.2,189287.800464,58.1000000000001,6518.39999999999,6576.49999999999,,,,,
704,2016,Wind,95% by 2050,74162.7,224134.51194,58.1000000000001,7056.5,7114.6,,,,,
705,2017,Wind,95% by 2050,83355.6,252647.489376,25.85,9192.90000000001,9218.75000000001,,,,,
706,2018,Wind,95% by 2050,89228.5,270448.01436,25.85,5872.89999999999,5898.74999999999,,,,,
707,2019,Wind,95% by 2050,97564.8,294005.670912,61.2,8336.3,8397.5,12058810.0,4195286.4,0.0,0.0,4195286.4
708,2020,Wind,95% by 2050,107387.7,332072.836956,61.2,9822.89999999999,9884.09999999999,13532231.4545455,4533518.19327272,0.0,0.0,4533518.19327272
709,2021,Wind,95% by 2050,126790.1,410369.446978,67.35,19402.4,19469.75,25423802.8265134,5255469.55450276,0.0,0.0,5255469.55450276
710,2022,Wind,95% by 2050,146192.5,488666.057,67.35,19402.4,19469.75,24116928.0922288,5946749.37012067,0.0,0.0,5946749.37012067
711,2023,Wind,95% by 2050,154989.15,523847.2105,5.34999999999999,8796.65000000001,8802.00000000001,15011998.6327786,6330341.70467595,0.0,0.0,6330341.70467595
712,2024,Wind,95% by 2050,163785.8,559028.364,5.34999999999999,8796.64999999998,8801.99999999998,14234907.4691256,6687976.38932167,0.0,0.0,6687976.38932167
713,2025,Wind,95% by 2050,171187.55,589580.812,30.0,7401.75,7431.75,12065613.3927177,6969185.79904374,0.0,0.0,6969185.79904374
714,2026,Wind,95% by 2050,178589.3,620133.26,30.0,7401.75,7431.75,11445628.4375114,7232228.8530895,0.0,0.0,7232228.8530895
715,2027,Wind,95% by 2050,186674.05,651497.178,9.4,8084.75,8094.15,10863046.005797,7485827.88859058,0.0,0.0,7485827.88859058
716,2028,Wind,95% by 2050,194758.8,682861.096,9.4,8084.75,8094.15,10250426.0444194,7723877.70028145,0.0,0.0,7723877.70028145
717,2029,Wind,95% by 2050,200360.2,707427.508,392.4,5601.40000000002,5993.80000000002,6685072.74383789,7818144.66131287,0.0,0.0,7818144.66131287
718,2030,Wind,95% by 2050,205961.6,731993.92,392.4,5601.39999999999,5993.79999999999,6255158.55041329,7903571.67176942,0.0,0.0,7903571.67176942
719,2031,Wind,95% by 2050,213655.2,764910.87,1079.05,7693.60000000001,8772.65000000001,9176845.0645634,8136684.52536002,0.0,0.0,8136684.52536002
720,2032,Wind,95% by 2050,221348.8,797827.82,1079.05,7693.59999999998,8772.64999999998,9019896.77033117,8360047.87056865,0.0,0.0,8360047.87056865
721,2033,Wind,95% by 2050,237460.6,858703.855,1132.3,16111.8,17244.1,14778502.9252151,8856699.50781065,0.0,0.0,8856699.50781065
722,2034,Wind,95% by 2050,253572.4,919579.89,1132.3,16111.8,17244.1,14554904.8601268,9335347.94249834,0.0,0.0,9335347.94249834
723,2035,Wind,95% by 2050,268916.1,973407.53,1252.9,15343.7,16596.6,12905001.5214162,9739881.82920355,0.0,0.0,9739881.82920355
724,2036,Wind,95% by 2050,284259.8,1027235.17,1252.9,15343.7,16596.6,12718064.0004965,10128576.5641697,0.0,0.0,10128576.5641697
725,2037,Wind,95% by 2050,295641.95,1069540.06,3923.3,11382.15,15305.45,9776356.18749998,10317298.524298,0.0,0.0,10317298.524298
726,2038,Wind,95% by 2050,307024.1,1111844.95,3923.3,11382.15,15305.45,9642433.50000001,10495797.2859981,0.0,0.0,10495797.2859981
727,2039,Wind,95% by 2050,313777.75,1146427.24,11313.65,6753.65000000002,18067.3,11224310.125,10526286.1402234,0.0,0.0,10526286.1402234
728,2040,Wind,95% by 2050,320531.4,1181009.53,11313.65,6753.65000000002,18067.3,11066221.25,10551062.1901941,0.0,0.0,10551062.1901941
729,2041,Wind,95% by 2050,342045.9,1264293.62,9856.5,21514.5,31371.0,18940241.25,10993762.9039396,0.0,0.0,10993762.9039396
730,2042,Wind,95% by 2050,363560.4,1347577.71,9856.5,21514.5,31371.0,18665745.0,11415326.1811398,0.0,0.0,11415326.1811398
731,2043,Wind,95% by 2050,388828.4,1432574.165,2880.6,25268.0,28148.6,16502116.75,11919550.9210243,0.0,0.0,11919550.9210243
732,2044,Wind,95% by 2050,414096.4,1517570.62,2880.6,25268.0,28148.6,16255816.5,12398611.0363105,0.0,0.0,12398611.0363105
733,2045,Wind,95% by 2050,443216.2,1625498.59,8484.2243,29119.8,37604.0243,21402837.6526337,12955070.5685606,0.0,0.0,12955070.5685606
734,2046,Wind,95% by 2050,472336.0,1733426.56,8484.2243,29119.8,37604.0243,21073599.5168732,13482269.1133383,0.0,0.0,13482269.1133383
735,2047,Wind,95% by 2050,508451.35,1849862.77,6477.5,36115.35,42592.85,23479308.5625,14159331.9581514,0.0,0.0,14159331.9581514
736,2048,Wind,95% by 2050,544566.7,1966298.98,6477.5,36115.35,42592.85,23106621.125,14799818.8962366,0.0,0.0,14799818.8962366
737,2049,Wind,95% by 2050,569672.35,2047699.845,16425.8499,25105.65,41531.4999,22173853.7916835,15133050.0142671,0.0,0.0,15133050.0142671
738,2050,Wind,95% by 2050,594778.0,2129100.71,16425.8499,25105.65,41531.4999,21810382.8779677,15440979.0378618,0.0,0.0,15440979.0378618
739,2010,Batteries,95% by 2035,,,0.0,,,,,,,
740,2011,Batteries,95% by 2035,,,0.0,,,,,,,
741,2012,Batteries,95% by 2035,,,0.0,,,,,,,
742,2013,Batteries,95% by 2035,126.7,7.769244,0.0,,,,,,,
743,2014,Batteries,95% by 2035,155.1,23.097492,0.0,28.4,28.4,,,,,
744,2015,Batteries,95% by 2035,206.8,65.216448,0.0,51.7,51.7,,,,,
745,2016,Batteries,95% by 2035,423.0,140.80824,0.0,216.2,216.2,,,,,
746,2017,Batteries,95% by 2035,632.8,376.946304,0.0,209.8,209.8,,,,,
747,2018,Batteries,95% by 2035,713.6,325.059072,0.0,80.8000000000001,80.8000000000001,,,,,
748,2019,Batteries,95% by 2035,949.8,449.293392,0.0,236.2,236.2,338778.25872,34057.111572,0.0,0.0,34057.111572
749,2020,Batteries,95% by 2035,1210.3,551.315856,0.0,260.5,260.5,355135.543013104,41249.5727167714,0.0,0.0,41249.5727167714
750,2021,Batteries,95% by 2035,6365.25,4689.204928,0.0,5154.95,5154.95,6441455.40665,198845.15866875,0.0,0.0,198845.15866875
751,2022,Batteries,95% by 2035,11520.2,8827.094,0.0,5154.95,5154.95,5911881.20721,330294.444579,0.0,0.0,330294.444579
752,2023,Batteries,95% by 2035,12454.7,9584.508,3.0,934.5,937.5,978848.0625,325100.2390405,0.0,0.0,325100.2390405
753,2024,Batteries,95% by 2035,13389.2,10341.922,3.0,934.5,937.5,882537.5625,315105.918182,0.0,0.0,315105.918182
754,2025,Batteries,95% by 2035,14069.7,11285.3535,16.0,680.5,696.5,584114.2923,294986.1040335,0.0,0.0,294986.1040335
755,2026,Batteries,95% by 2035,14750.2,12228.785,16.0,680.5,696.5,546962.1465,289583.670255,0.0,0.0,289583.670255
756,2027,Batteries,95% by 2035,16128.2,14352.0855,57.6,1378.0,1435.6,1043711.06048,293138.421664,0.0,0.0,293138.421664
757,2028,Batteries,95% by 2035,17506.2,16475.386,57.6,1378.0,1435.6,967134.43376,294839.245338,0.0,0.0,294839.245338
758,2029,Batteries,95% by 2035,25194.85,30287.963,58.7,7688.65,7747.35,4805978.70324,390733.323431,0.0,0.0,390733.323431
759,2030,Batteries,95% by 2035,32883.5,44100.54,58.7,7688.65,7747.35,4385072.92509,465309.2526225,0.0,0.0,465309.2526225
760,2031,Batteries,95% by 2035,44758.05,63699.475,281.3,11874.55,12155.85,6760249.87869,622283.92519425,0.0,0.0,622283.92519425
761,2032,Batteries,95% by 2035,56632.6,83298.41,281.3,11874.55,12155.85,6640174.39239,773393.757521,0.0,0.0,773393.757521
762,2033,Batteries,95% by 2035,86328.65,138541.965,249.05,29696.05,29945.1,15943495.91142,1149086.56033325,0.0,0.0,1149086.56033325
763,2034,Batteries,95% by 2035,116024.7,193785.52,249.05,29696.05,29945.1,15647698.21362,1515706.6522785,0.0,0.0,1515706.6522785
764,2035,Batteries,95% by 2035,137113.9,226437.49,688.5,21089.2,21777.7,11143222.24708,1753962.379939,0.0,0.0,1753962.379939
765,2036,Batteries,95% by 2035,158203.1,259089.46,688.5,21089.2,21777.7,10842054.07824,1969040.079468,0.0,0.0,1969040.079468
766,2037,Batteries,95% by 2035,169732.15,273422.46,4357.50893575597,11529.05,15886.558935756,7752215.00086944,2070618.5094595,0.0,0.0,2070618.5094595
767,2038,Batteries,95% by 2035,181261.2,287755.46,4357.50893575597,11529.05,15886.558935756,7595287.57170203,2166502.741656,0.0,0.0,2166502.741656
768,2039,Batteries,95% by 2035,190462.95,300518.28,927.999649236384,9201.75,10129.7496492364,4742923.01746644,2229450.7288185,0.0,0.0,2229450.7288185
769,2040,Batteries,95% by 2035,199664.7,313281.1,927.999649236384,9201.75,10129.7496492364,4602836.68361722,2268131.09259,0.0,0.0,2268131.09259
770,2041,Batteries,95% by 2035,206464.35,317704.085,692.807092850378,6799.64999999999,7492.45709285037,3330472.10234292,2294386.7054625,0.0,0.0,2294386.7054625
771,2042,Batteries,95% by 2035,213264.0,322127.07,692.807092850378,6799.64999999999,7492.45709285037,3249060.56206343,2312017.41672,0.0,0.0,2312017.41672
772,2043,Batteries,95% by 2035,220800.95,326547.565,1075.20207339925,7536.95000000001,8612.15207339926,3649538.95796653,2339199.48844725,0.0,0.0,2339199.48844725
773,2044,Batteries,95% by 2035,228337.9,330968.06,1075.20207339925,7536.94999999998,8612.15207339923,3530439.78451306,2340103.8428075,0.0,0.0,2340103.8428075
774,2045,Batteries,95% by 2035,232961.0,334151.68,2580.56021697278,4623.10000000001,7203.66021697279,2881889.10274192,2329953.617475,0.0,0.0,2329953.617475
775,2046,Batteries,95% by 2035,237584.1,337335.3,2580.56021697278,4623.10000000001,7203.66021697279,2810731.34711866,2317520.0430525,0.0,0.0,2317520.0430525
776,2047,Batteries,95% by 2035,238603.05,337791.235,6483.63015581637,1018.94999999998,7502.58015581635,2853253.74099743,2268536.39310375,0.0,0.0,2268536.39310375
777,2048,Batteries,95% by 2035,239622.0,338247.17,6483.63015581637,1018.95000000001,7502.58015581638,2749499.05950662,2195379.62259,0.0,0.0,2195379.62259
778,2049,Batteries,95% by 2035,246107.75,348613.615,12295.0799628174,6485.75,18780.8299628174,6697165.08525484,2194024.74993625,0.0,0.0,2194024.74993625
779,2050,Batteries,95% by 2035,252593.5,358980.06,12295.0799628174,6485.75,18780.8299628174,6493096.34304486,2183228.768875,0.0,0.0,2183228.768875
780,2010,Bio,95% by 2035,6227.7,35024.086584,0.0,,,,,,,
781,2011,Bio,95% by 2035,6372.5,35838.4302,102.15,144.8,246.95,,,,,
782,2012,Bio,95% by 2035,6442.5,35724.1779,102.15,70.0,172.15,,,,,
783,2013,Bio,95% by 2035,7121.3,38864.352324,62.55,678.8,741.35,,,,,
784,2014,Bio,95% by 2035,7108.6,39044.127672,62.55,-12.6999999999998,49.8500000000002,,,,,
785,2015,Bio,95% by 2035,7632.2,41853.153072,156.05,523.599999999999,679.649999999999,,,,,
786,2016,Bio,95% by 2035,7558.3,41514.113916,156.05,-73.8999999999996,82.1500000000004,,,,,
787,2017,Bio,95% by 2035,7501.4,40610.179152,132.8,-56.9000000000005,75.8999999999995,,,,,
788,2018,Bio,95% by 2035,7602.9,41159.667672,132.8,101.5,234.3,,,,,
789,2019,Bio,95% by 2035,7290.6,39916.035,246.35,-312.299999999999,0.0,0.0,1092379.7027668,191297.203310276,127430.592371639,1411107.49844872
790,2020,Bio,95% by 2035,6929.0,37936.275,246.35,-361.6,0.0,0.0,1038199.7312253,181809.223073122,121110.275497639,1341119.22979606
791,2021,Bio,95% by 2035,6644.4,37747.1915,0.0,-284.6,0.0,0.0,995556.977075101,180903.042267786,120506.632815877,1296966.65215876
792,2022,Bio,95% by 2035,6359.8,37558.108,0.0,-284.599999999999,0.0,0.0,952914.222924903,179996.86146245,119902.990134115,1252814.07452147
793,2023,Bio,95% by 2035,6361.8,37522.314,8.0,2.0,10.0,42775.0103118544,953213.890909093,179825.319071146,119788.718999135,1252827.92897937
794,2024,Bio,95% by 2035,6363.8,37486.52,8.0,2.0,10.0,42751.5285099087,953513.558893283,179653.776679842,119674.447864155,1252841.78343728
795,2025,Bio,95% by 2035,6363.8,37474.572,0.0,0.0,0.0,0.0,953513.558893283,179596.516007905,119636.304278058,1252746.37917925
796,2026,Bio,95% by 2035,6363.8,37462.624,0.0,0.0,0.0,0.0,953513.558893283,179539.255335968,119598.160691962,1252650.97492121
797,2027,Bio,95% by 2035,6246.35,36565.07,117.45,-117.45,1.84741111297626e-13,7.81779828069717e-10,935915.556521741,175237.736660079,116732.749888871,1227886.04307069
798,2028,Bio,95% by 2035,6128.9,35667.516,117.45,-117.450000000001,0.0,0.0,918317.5541502,170936.21798419,113867.339085781,1203121.11122017
799,2029,Bio,95% by 2035,6041.25,34868.932,106.2,-87.6499999999996,18.5500000000004,77627.948139694,905184.604743085,167109.012055336,111317.886661999,1183611.50346042
800,2030,Bio,95% by 2035,5953.6,34070.348,106.2,-87.6499999999996,18.5500000000004,77098.8729605637,892051.65533597,163281.806126482,108768.434238217,1164101.89570067
801,2031,Bio,95% by 2035,5914.9,33409.2,38.7,-38.7000000000007,0.0,0.0,886253.079841899,160113.260869565,106657.741598396,1153024.08230986
802,2032,Bio,95% by 2035,5876.2,32748.052,38.7,-38.6999999999998,1.84741111297626e-13,7.576698965025341e-10,880454.504347828,156944.715612648,104547.048958576,1141946.26891905
803,2033,Bio,95% by 2035,5740.05,30855.679,134.0,-136.150000000001,0.0,0.0,860054.606324113,147875.536709486,98505.7121279489,1106435.85516155
804,2034,Bio,95% by 2035,5603.9,28963.306,134.0,-136.15,0.0,0.0,839654.708300397,138806.357806324,92464.3752973219,1070925.44140404
805,2035,Bio,95% by 2035,6312.2,34134.9295,121.3,708.3,829.6,3328151.23284037,945782.124901188,163591.312327075,108974.608493783,1218348.04572205
806,2036,Bio,95% by 2035,7020.5,39306.553,121.3,708.3,829.6,3302727.36292154,1051909.54150198,188376.266847826,125484.841690243,1365770.65004005
807,2037,Bio,95% by 2035,6788.9,38354.0605,399.55,-231.6,167.95,663824.900546807,1017207.98893281,183811.455953557,122444.041583105,1323463.48646947
808,2038,Bio,95% by 2035,6557.3,37401.568,399.55,-231.599999999999,167.950000000001,659265.491976654,982506.436363639,179246.645059288,119403.241475966,1281156.32289889
